"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"5234"	52731	74	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	0	NA	"Not in labor force"	NA	NA	28900	"White alone"
"5235"	52733	20	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	1000	10	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	1000	"White alone"
"5236"	52734	66	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	"SCA-INDIVIDUAL AND FAMILY SERVICES"	"OFF-CUSTOMER SERVICE REPRESENTATIVES"	16500	"White alone"
"5237"	52761	45	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	115000	45	"Civilian employed, at work"	"FIN-SECURITIES, COMMODITIES, FUNDS, TRUSTS, AND OTHER"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF NON-RETAIL SALES"	115000	"White alone"
"5238"	52769	14	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5239"	52777	22	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	2000	24	"Not in labor force"	"SRV-PRIVATE HOUSEHOLDS"	"PRS-CHILD CARE WORKERS"	2000	"White alone"
"5240"	52778	76	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"Yes, on active duty in the past, but not during the last 12"	"Grade 9"	"Male"	0	NA	"Not in labor force"	NA	NA	14600	"White alone"
"5241"	52788	47	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	123000	50	"Civilian employed, at work"	"FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF NON-RETAIL SALES"	123000	"White alone"
"5242"	52801	55	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5243"	52804	55	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	95000	60	"Civilian employed, at work"	"TRN-SERVICES INCIDENTAL TO TRANSPORTATION"	NA	95000	"White alone"
"5244"	52805	53	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	14000	30	"Civilian employed, at work"	"SCA-CHILD DAY CARE SERVICES"	"TRN-BUS DRIVERS"	14450	"White alone"
"5245"	52814	30	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	6800	32	"Civilian employed, at work"	"RET-BOOK STORES AND NEWS DEALERS"	"OFF-STOCK CLERKS AND ORDER FILLERS"	6800	"White alone"
"5246"	52825	45	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Master's degree"	"Male"	95000	80	"Civilian employed, at work"	"SRV-CIVIC, SOCIAL, ADVOCACY ORGANIZATIONS, AND GRANTMAKING"	"PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS"	95000	"White alone"
"5247"	52826	58	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	3000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	120000	40	"Civilian employed, at work"	"FIN-SAVINGS INSTITUTIONS, INCLUDING CREDIT UNIONS"	NA	123000	"White alone"
"5248"	52829	79	"Born in the U.S."	NA	"Yes"	4700	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	26300	"White alone"
"5249"	52830	76	"Born in the U.S."	NA	"No"	4700	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	13400	"White alone"
"5250"	52832	71	"Born in the U.S."	NA	"No"	1700	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	5500	"White alone"
"5251"	52838	21	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	1000	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	4000	35	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"SCI-MISCELLANEOUS LIFE, PHYSICAL, AND SOCIAL SCIENCE"	5000	"White alone"
"5252"	52839	19	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	1000	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	2500	30	"Not in labor force"	"ENT-RECREATIONAL VEHICLE PARKS AND CAMPS, AND ROOMING AND"	"PRS-RECREATION AND FITNESS WORKERS"	3500	"White alone"
"5253"	52841	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5254"	52850	40	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	104000	40	"Civilian employed, at work"	"MFG-COMPUTER AND PERIPHERAL EQUIPMENT"	"ENG-COMPUTER HARDWARE ENGINEERS"	104000	"White alone"
"5255"	52878	42	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Female"	42000	45	"Civilian employed, at work"	"INF-INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF NON-RETAIL SALES"	42000	"White alone"
"5256"	52884	69	"Born in the U.S."	NA	"No"	12600	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	27600	"White alone"
"5257"	52885	73	"U.S. citizen by naturalization"	NA	"No"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	6900	"White alone"
"5258"	52892	48	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	24500	35	"Civilian employed, at work"	"SRV-BEAUTY SALONS"	"PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS"	24500	"Black or African American alone"
"5259"	52909	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5260"	52914	35	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	12000	40	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-COOKS"	12000	"White alone"
"5261"	52928	39	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"Three or more times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5262"	52935	32	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	80000	45	"Civilian employed, at work"	"RET-RADIO, TV, AND COMPUTER STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	80000	"White alone"
"5263"	52937	43	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	15000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	52000	48	"Civilian employed, at work"	"WHL-MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS"	NA	67000	"White alone"
"5264"	52965	51	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5265"	52974	52	"Born in the U.S."	"Federal government employee"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	135000	40	"Civilian employed, at work"	"ADM-NATIONAL SECURITY AND INTERNATIONAL AFFAIRS"	"ENG-ENGINEERING TECHNICIANS, EXCEPT DRAFTERS"	135000	"White alone"
"5266"	52981	17	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Male"	400	20	"Not in labor force"	NA	"FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL"	400	"White alone"
"5267"	53002	74	"Born in the U.S."	NA	"No"	6900	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	23400	"White alone"
"5268"	53025	15	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Male"	0	NA	NA	NA	NA	0	"White alone"
"5269"	53032	5	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5270"	53044	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5271"	53078	44	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	1500	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	60000	26	"Civilian employed, at work"	"FIN-REAL ESTATE"	NA	61500	"White alone"
"5272"	53079	6	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5273"	53101	27	"Not a citizen of the U.S."	NA	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5274"	53115	46	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	500	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Male"	75000	20	"Civilian employed, at work"	"PRF-ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES"	"ENG-DRAFTERS"	75500	"White alone"
"5275"	53118	54	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	100	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	50000	40	"Civilian employed, at work"	"WHL-DRUGS, SUNDRIES, AND CHEMICAL AND ALLIED PRODUCTS"	"SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING"	50100	"White alone"
"5276"	53130	56	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	20000	50	"Not in labor force"	"INF-NEWSPAPER PUBLISHERS"	"ENT-DESIGNERS"	32000	"White alone"
"5277"	53131	23	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	30000	38	"Civilian employed, at work"	"SRV-CIVIC, SOCIAL, ADVOCACY ORGANIZATIONS, AND GRANTMAKING"	"CMS-SOCIAL WORKERS"	30000	"White alone"
"5278"	53146	22	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Female"	27500	35	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	NA	27500	"White alone"
"5279"	53184	15	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 9"	"Female"	0	NA	NA	NA	NA	0	"White alone"
"5280"	53212	26	"Born abroad of American parent(s)"	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Female"	38000	40	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"ENT-PRODUCERS AND DIRECTORS"	38000	"Two or more major race groups"
"5281"	53246	58	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Male"	30000	40	"Civilian employed, at work"	"MFG-IRON AND STEEL MILLS AND STEEL PRODUCTS"	"PRD-ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL"	30000	"White alone"
"5282"	53302	41	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	130000	70	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"PRT-FIRST-LINE SUPERVISORS/MANAGERS OF POLICE AND"	130000	"White alone"
"5283"	53307	49	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	820	"No, speaks only English"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Male"	48000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-PHYSICIAN ASSISTANTS"	48820	"White alone"
"5284"	53312	43	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	170000	60	"Civilian employed, at work"	"FIN-NON-DEPOSITORY CREDIT AND RELATED ACTIVITIES"	NA	170000	"White alone"
"5285"	53334	38	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	15000	25	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	NA	15000	"White alone"
"5286"	53339	60	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	57000	40	"Civilian employed, at work"	"MFG-MACHINERY, N.E.C."	"PRD-MACHINISTS"	57000	"White alone"
"5287"	53349	87	"Not a citizen of the U.S."	NA	"Yes"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	73100	"White alone"
"5288"	53355	71	"U.S. citizen by naturalization"	NA	"No"	30	"Yes, speaks another language"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	12430	"White alone"
"5289"	53361	40	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5290"	53368	53	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	139000	40	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS"	139000	"White alone"
"5291"	53396	16	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Male"	2000	35	"Not in labor force"	"ENT-RECREATIONAL VEHICLE PARKS AND CAMPS, AND ROOMING AND"	"PRS-RECREATION AND FITNESS WORKERS"	2000	"White alone"
"5292"	53398	38	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	34000	40	"Civilian employed, at work"	"PRF-ACCOUNTING, TAX PREPARATION, BOOKKEEPING, AND PAYROLL"	"OFF-BILLING AND POSTING CLERKS AND MACHINE OPERATORS"	34000	"White alone"
"5293"	53399	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5294"	53406	18	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	7500	25	"Civilian employed, at work"	"RET-GROCERY STORES"	"SAL-CASHIERS"	7500	"White alone"
"5295"	53417	35	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	12000	23	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"CLN-JANITORS AND BUILDING CLEANERS"	12000	"White alone"
"5296"	53458	62	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	24000	39	"Civilian employed, at work"	"RET-PHARMACIES AND DRUG STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	24000	"White alone"
"5297"	53475	62	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	0	NA	"Not in labor force"	"SCA-CHILD DAY CARE SERVICES"	"EDU-PRESCHOOL AND KINDERGARTEN TEACHERS"	13200	"White alone"
"5298"	53486	35	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	64000	50	"Civilian employed, at work"	"PRF-WASTE MANAGEMENT AND REMEDIATION SERVICES"	"TRN-SUPERVISORS, TRANSPORTATION AND MATERIAL MOVING WORKERS"	64000	"White alone"
"5299"	53501	58	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 7"	"Male"	11000	40	"Civilian employed, at work"	"RET-AUTOMOBILE DEALERS"	"TRN-CLEANERS OF VEHICLES AND EQUIPMENT"	11000	"White alone"
"5300"	53523	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5301"	53539	47	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	7500	20	"Civilian employed, at work"	"SCA-INDIVIDUAL AND FAMILY SERVICES"	"CMS-SOCIAL WORKERS"	7500	"White alone"
"5302"	53542	25	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	26200	45	"Civilian employed, at work"	"SRV-AUTOMOTIVE REPAIR AND MAINTENANCE"	"RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS"	30700	"White alone"
"5303"	53569	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5304"	53584	22	"U.S. citizen by naturalization"	NA	"Yes"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"12th grade - no diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	6500	"Some other race alone"
"5305"	53587	31	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	82000	35	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS"	82000	"White alone"
"5306"	53606	80	"Born in the U.S."	NA	"No"	200	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	46500	"White alone"
"5307"	53616	32	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	25000	40	"Civilian employed, at work"	"RET-DEPARTMENT AND DISCOUNT STORES"	"SAL-RETAIL SALESPERSONS"	25000	"White alone"
"5308"	53626	17	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"12th grade - no diploma"	"Male"	820	20	"Not in labor force"	"MED-HOSPITALS"	"OFF-FILE CLERKS"	820	"Black or African American alone"
"5309"	53635	58	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	35000	40	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"OFF-FILE CLERKS"	35000	"White alone"
"5310"	53639	75	"Born in the U.S."	NA	"No"	25200	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	35600	"White alone"
"5311"	53673	38	"Born in the U.S."	"State government employee"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	24400	20	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"ENT-DESIGNERS"	24900	"White alone"
"5312"	53674	37	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Professional degree beyond a bachelor's degree"	"Male"	0	60	"Civilian employed, at work"	"MED-OFFICES OF PHYSICIANS"	"MED-PHYSICIANS AND SURGEONS"	347000	"White alone"
"5313"	53676	4	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5314"	53690	3	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5315"	53731	84	"Born in the U.S."	NA	"No"	13700	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Professional degree beyond a bachelor's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	112200	"White alone"
"5316"	53742	15	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 9"	"Female"	0	NA	NA	NA	NA	0	"White alone"
"5317"	53743	13	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 7"	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5318"	53748	47	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Unemployed"	"RET-DEPARTMENT AND DISCOUNT STORES"	"SAL-RETAIL SALESPERSONS"	0	"Asian alone"
"5319"	53750	9	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Asian alone"
